City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Thane,143,72.6353,121.4119,32.9886,1.8567,26.3637,76.2949,28.6857,40.5359,7.3087,0.0,1011.899,74425,6.405,66
Bangalore,101,54.2394,100.0252,28.2702,1.3692,16.1456,48.1367,15.6847,61.1241,11.4249,0.0,1010.0057,107387,4.6381,41
Hyderabad,135,69.9322,98.7313,42.3721,3.565,7.6473,76.5787,30.3404,46.5585,12.3806,0.0,1008.4782,397453,2.4329,61
Surat,95,51.4785,93.8876,23.835,1.4657,20.4424,33.3411,27.2598,80.0658,15.717,0.0,1012.1897,102019,7.23,39
Ahmedabad,98,59.8595,95.8529,31.7922,1.251,24.491,47.6066,14.8142,54.9331,13.7317,0.0,1010.7622,63097,8.2938,42
Srinagar,76,38.6813,56.2759,20.4796,1.5285,9.8966,40.1661,13.3343,71.2782,6.8387,0.0,861.1687,89295,1.7291,26
Varanasi,53,31.0758,47.3548,16.6458,1.0332,9.0805,38.9738,25.6223,46.3703,12.8416,0.0,1012.8967,81296,3.0177,15
Nagpur,89,50.0193,88.4759,26.9045,1.4843,14.1969,49.921,19.183,58.7744,8.5028,0.0,1010.3601,76161,3.7096,34
Ludhiana,112,55.6119,113.9574,29.5261,1.6629,19.8883,65.3797,32.2958,46.6813,9.7827,0.0,1008.1955,115213,5.5796,44
Bangalore,185,85.8943,161.895,56.3377,3.9108,13.1638,85.778,25.2363,47.294,10.0849,0.0,1008.3751,416523,3.6558,85
Bhopal,53,19.6997,19.9783,21.6863,1.0629,11.2865,32.2694,16.6237,42.9027,15.0405,14.3076,1009.676,65215,4.0126,13
Nagpur,95,56.6768,96.2189,27.4251,1.3212,19.4563,55.4182,18.0365,48.6149,7.5258,0.0,1012.4516,81416,4.7339,38
Meerut,79,40.2322,79.4991,23.9975,1.5979,11.9946,61.2014,32.6879,49.6441,9.8597,0.0,1011.7213,106732,3.0914,26
Delhi,274,111.773,202.0367,63.0806,4.6787,23.7161,94.3086,18.9409,46.3361,9.027,0.0,1010.3764,422264,6.1451,98
Meerut,90,52.987,89.6926,26.8019,1.7439,15.051,52.1884,17.4851,46.4545,8.8521,0.0,1009.6928,118626,3.3752,34
Vadodara,155,76.0242,124.0236,31.4242,1.2096,26.7014,56.441,34.9816,41.1984,14.0519,0.0,1011.4965,66837,9.7107,72
Meerut,183,84.7482,126.5992,39.6783,1.9407,25.6916,91.5071,24.5049,45.8965,5.8402,0.0,1010.312,82437,5.3763,84
Indore,112,59.8855,114.6679,31.0693,1.6301,21.1281,58.0095,26.7789,54.2525,9.3259,0.0,1007.1726,84792,5.5855,47
Lucknow,91,38.9532,90.6654,22.6121,1.3366,14.0971,56.4553,36.0519,37.1901,11.2789,0.0,1010.3595,88041,4.1033,29
Rajkot,77,36.8516,76.3873,22.2961,1.2352,12.1527,29.0532,16.2374,51.3841,14.593,0.0,1010.7781,99862,4.1901,24
Meerut,87,51.7811,85.6339,25.3448,1.2376,15.8738,63.2055,30.1313,38.0717,9.8083,0.0,1009.9405,83342,4.37,31
Rajkot,76,45.1717,61.573,19.9501,1.4888,10.5527,47.8084,18.7147,48.528,8.5377,0.0,1013.4225,79572,2.5053,26
Patna,82,40.3018,79.4407,18.4631,1.183,8.7805,44.178,23.043,49.2423,8.7549,0.0,1009.7772,75952,2.3699,26
Varanasi,56,33.2554,50.3977,16.801,0.976,8.114,37.8233,26.1792,41.8785,11.073,0.0,1009.7085,56027,2.4735,16
Srinagar,92,51.2169,90.3966,28.6773,1.5306,14.0883,57.5473,12.1325,67.1466,6.7186,0.0,863.3979,88444,2.8902,36
Ludhiana,183,84.9995,150.5712,46.4058,1.7936,32.5265,89.9495,23.3234,44.0324,7.7489,0.0,1008.244,98294,8.1043,84
Surat,87,40.7607,87.3181,22.1173,0.9729,15.619,35.6016,31.7141,75.5885,17.4888,0.0,1008.7632,86297,6.1772,32
Thane,189,87.1066,149.996,46.5571,2.0289,34.4264,87.0108,16.5854,47.9479,7.0495,0.0,1012.2364,92161,8.19,86
Kolkata,156,77.0989,119.9671,53.0749,3.7961,15.6804,90.282,15.5976,50.7864,7.005,5.8862,1010.3733,301825,3.9329,74
Bangalore,157,76.775,126.0842,46.1663,3.3662,17.3326,56.171,12.223,58.0897,13.3602,0.0,1011.1049,377630,5.5673,74
Chennai,134,69.8501,111.7471,36.2424,2.1946,18.5409,64.8192,34.0767,66.3921,11.9357,2.1036,1007.5065,200763,5.5911,64
Delhi,184,85.5588,136.1187,46.8678,3.2977,21.4233,86.0249,23.5248,51.5106,7.5843,0.0,1009.3214,258108,4.818,85
Delhi,174,83.4112,121.1941,46.7549,3.8539,12.5852,62.1089,15.5208,62.4981,10.526,0.0,1010.1757,369561,3.3637,84
Ludhiana,216,94.4493,154.6449,45.809,1.7496,33.0964,73.4443,23.387,46.2745,9.4811,0.0,1006.4446,102659,9.4797,92
Vadodara,117,63.4152,124.3523,31.2763,1.2997,27.3151,64.9014,28.3181,45.4645,10.4273,0.0,1008.5774,56755,7.7508,50
Thane,194,88.6885,151.2791,42.3434,1.7913,32.5432,89.7615,30.6271,38.2557,7.1045,0.0,1008.4206,76407,8.0651,87
Nagpur,74,42.4557,75.6981,22.8461,1.232,11.8166,49.2088,33.6833,39.0744,13.4865,0.0,1012.3648,84788,4.3314,24
Rajkot,71,42.0312,72.6625,20.993,1.1535,13.2038,32.9681,15.6872,56.1852,14.8656,0.0,1012.068,108574,4.8536,24
Bhopal,68,39.1958,65.4852,20.9405,1.1378,14.3386,60.3079,30.1432,42.7808,9.9198,0.0,1009.1963,56742,3.958,20
Surat,85,51.441,84.6282,25.5358,1.0216,21.0397,32.8739,29.0655,80.0698,17.9014,0.0,1011.4373,66489,8.396,35
Chennai,143,72.5743,109.4263,39.3648,2.8616,12.0429,50.6352,27.5795,71.7891,16.1951,0.0,1010.1931,361244,5.2953,69
Varanasi,58,36.6491,59.9914,19.0485,1.0527,10.3141,44.4322,32.0324,41.2323,12.103,0.0,1009.0172,77377,2.7759,18
Surat,99,53.6018,96.5088,28.4341,1.1109,20.7324,43.0934,31.8683,74.4783,17.0388,0.0,1008.8941,68549,8.3471,41
Srinagar,144,72.8838,131.0039,41.0713,2.0106,22.8016,80.7993,19.8336,60.5187,6.0564,0.0,858.835,102167,5.311,68
Bangalore,153,76.1916,133.7249,43.7854,3.015,19.135,84.1717,31.1843,40.9097,9.2898,0.0,1008.7387,241947,5.3642,72
Lucknow,111,62.1603,93.9943,31.2956,1.5739,16.2177,73.076,24.7743,51.1631,7.7246,0.0,1009.2753,85589,3.9791,46
Bhopal,61,32.2702,60.6234,12.2455,1.2359,4.407,41.8515,22.6077,36.9415,8.1656,0.0,1011.4889,75191,0.9227,17
Srinagar,91,52.5175,82.8854,26.5888,1.2141,13.4574,45.573,13.2228,75.7176,7.8745,0.0,860.2531,76465,3.2732,36
Hyderabad,208,91.6304,152.1052,51.2127,4.3584,14.6294,82.2118,21.6271,42.2237,9.3894,0.0,1007.1537,399572,4.3389,90
Delhi,132,70.0952,103.3692,39.776,2.6387,12.6321,67.4777,27.2385,57.0069,12.3868,0.0,1011.555,293237,3.6975,63
Kolkata,131,45.5761,24.1066,58.6239,4.2616,20.1979,83.1798,31.2303,33.5932,12.3748,21.4773,1012.0768,457164,6.3515,48
Delhi,145,74.0688,129.6142,43.4327,3.1432,15.5781,96.8205,40.1821,30.1287,8.8983,0.0,1006.6264,264128,4.1975,67
Jaipur,92,56.4035,90.1743,31.065,1.7114,16.422,78.4365,44.2014,33.4587,9.2818,0.0,1008.8232,101375,4.1584,35
Patna,75,45.1469,68.4278,22.6618,1.2407,11.4,43.6731,15.3577,52.5238,9.1819,0.0,1011.3998,74438,2.8798,26
Hyderabad,298,120.5124,198.7146,72.8843,5.65,19.0989,110.9682,15.4617,53.3074,8.3398,0.0,1011.4653,508878,5.0083,99
Jaipur,72,39.6622,71.2687,25.3882,0.9016,14.7945,62.551,28.463,32.905,8.8279,0.0,1009.2559,55369,3.2898,21
Jaipur,45,28.4559,43.9853,16.9612,0.8843,6.679,26.5934,12.4109,50.8809,12.0447,0.0,1012.7901,62528,1.9628,13
Patna,60,6.5071,4.0014,14.0387,1.0964,2.7501,58.4711,37.0113,36.0177,9.3862,19.3897,1009.9169,70994,0.5154,11
Rajkot,157,77.7566,107.3434,36.936,1.7908,29.1007,77.5112,20.3461,47.2119,5.965,0.0,1007.4953,65572,6.0463,75
Varanasi,165,78.8283,141.7159,35.5946,1.4457,26.5766,89.8158,30.1807,38.3877,5.7811,0.0,1010.9485,54285,5.8257,76
Hyderabad,154,76.2569,121.7094,46.5938,3.2757,16.4468,70.1542,23.6492,35.4431,11.5794,0.0,1014.5065,348184,4.6766,72
Indore,89,54.1161,69.943,27.5974,1.5615,14.2391,68.0787,39.643,41.0401,10.151,0.0,1008.1065,103179,3.9502,34
Hyderabad,252,105.1045,183.8715,55.9456,4.0009,22.9209,98.554,31.3631,50.0972,8.0956,0.0,1007.8067,322236,6.1825,97
Bangalore,230,98.8467,147.6619,55.992,4.3078,15.1499,86.1807,28.3861,39.1137,11.5953,0.0,1011.9218,471968,4.6074,94
Pune,64,27.4362,62.149,15.8364,0.9437,7.6075,48.8271,24.3333,39.5798,6.9634,0.0,1009.692,67036,1.3393,16
Thane,127,69.4329,118.3507,39.6846,1.5701,26.7589,63.4495,23.0012,43.7997,11.4335,0.0,1011.4978,89777,8.4525,60
Nagpur,66,31.8316,66.2027,13.727,0.8173,10.5951,26.9738,16.4085,58.9644,12.6565,0.0,1011.9839,53228,2.8983,20
Agra,52,29.1329,38.1085,20.0021,1.0701,10.0544,48.3693,26.1568,47.8124,10.3141,10.6703,1009.1453,77049,2.4634,15
Kolkata,144,72.9421,139.7715,43.3378,3.5657,9.9451,80.3672,37.906,37.6158,10.6939,0.0,1011.3199,381833,2.8583,66
Nashik,89,41.7392,53.5371,36.1773,1.7732,25.9423,75.3836,38.3027,31.9013,10.13,15.1964,1011.1337,78549,7.9718,28
Pune,113,17.6391,17.5593,42.3103,2.0463,24.1652,108.3114,32.4344,32.3997,4.5314,36.265,1007.9157,92910,4.8002,31
Ludhiana,91,55.8299,90.0009,28.5132,1.4218,17.9028,53.5294,28.0719,32.7869,13.1091,0.0,1008.6851,104734,6.1269,35
Hyderabad,290,117.4802,188.5802,69.244,6.0209,12.8171,117.8387,37.0398,36.2683,9.1074,0.0,1009.5456,584265,3.352,99
Patna,66,39.8313,63.2961,22.4612,1.287,10.3664,29.0815,7.9314,58.3768,10.178,1.8042,1012.2853,93734,2.8099,22
Indore,66,8.4832,3.0,26.4527,1.2994,11.382,43.1396,24.7975,39.7586,12.545,24.552,1011.6863,105644,3.7586,14
Nagpur,85,41.7902,86.1016,25.206,0.9027,17.0795,32.7559,7.3912,68.3592,9.5629,0.0,1011.3698,43893,4.4962,31
Chennai,109,59.7422,85.6575,35.9338,2.8992,7.2558,40.3966,25.8802,85.2753,15.4707,0.0,1011.3258,363434,2.4166,52
Delhi,208,91.7194,148.2594,47.9159,3.0952,22.9453,92.9996,40.2039,33.9275,9.2443,0.0,1004.2952,251459,6.4434,90
Nashik,159,78.3395,118.791,36.4499,1.6702,25.9452,73.6124,27.7663,51.3478,8.6299,0.0,1012.6758,88157,6.9777,76
Rajkot,80,39.286,37.6132,23.5815,1.6144,14.0113,53.8852,14.2276,45.0854,6.1022,11.2659,1013.6657,79894,2.7056,26
Mumbai,105,46.2746,81.5,31.3868,2.1255,11.3133,44.1683,30.3306,82.2421,16.9879,3.81,1010.8858,271588,4.7331,42
Jaipur,69,29.4071,70.775,22.6341,1.0018,12.4345,45.6787,25.6207,44.6158,12.4941,0.0,1009.6227,75120,3.72,20
Patna,63,22.4881,63.1239,16.6013,0.8788,7.8537,39.7817,23.1043,50.4896,11.9796,0.0,1012.4419,70345,2.1951,16
Thane,71,39.232,40.5138,33.2036,1.3626,26.6571,51.483,12.1261,47.5698,10.0114,16.1267,1011.8152,64131,8.23,22
Ludhiana,184,85.1721,130.1911,41.6002,1.663,32.3969,92.414,39.9805,35.1765,9.0043,0.0,1008.9488,85455,8.7917,84
Thane,207,91.9616,147.0679,44.604,1.6003,34.5418,83.6095,31.7044,40.3693,9.517,0.0,1012.3454,70524,10.0,90
Meerut,74,43.3143,67.6008,24.1449,1.0289,11.3842,55.479,30.0287,45.4805,10.52,0.0,1010.7309,63817,3.6163,24
Agra,52,29.4151,51.1881,12.5798,0.9676,7.3729,17.0803,1.923,63.2271,11.8412,0.0,1012.6455,66047,2.0759,15
Ahmedabad,114,64.1055,106.1495,32.8994,1.3206,24.6984,40.3612,5.7732,63.1806,11.9554,0.0,1009.2888,91744,7.7275,52
Srinagar,134,70.8791,116.6143,34.7826,2.1024,17.8789,62.5753,11.9921,79.2405,4.9116,0.0,862.5371,115422,3.5925,67
Varanasi,66,32.0648,65.4088,15.5528,0.6275,7.5987,40.4144,28.8907,38.9055,14.066,0.0,1008.6765,48473,2.5003,18
Mumbai,100,53.0485,90.4401,29.7532,2.0025,13.0821,37.5608,28.0236,74.3358,23.6372,0.5532,1013.6048,291200,7.3744,42
Nashik,188,87.125,149.3917,43.3287,1.7206,35.0786,68.199,16.9651,44.5915,9.0556,0.0,1010.3269,82095,9.5354,86
Rajkot,87,51.6826,76.2508,23.839,1.3924,11.0678,59.0584,30.0058,51.3278,10.8107,0.0,1011.4202,109524,3.1289,32
Pune,55,27.2333,37.1952,20.3856,1.1059,13.4155,50.6976,27.2825,46.755,10.714,15.75,1008.6976,76033,4.1466,15
Bhopal,78,41.3189,78.5971,20.599,1.1302,12.4422,42.9672,34.7066,37.1658,14.3397,2.1159,1008.7306,101832,4.3309,25
Hyderabad,217,95.5137,157.3417,52.7881,3.4822,19.2814,81.6339,26.1947,39.6284,9.6699,0.0,1013.5627,324257,5.7489,92
Meerut,57,33.4719,41.9232,18.049,0.9656,5.5038,51.1044,50.1575,28.2426,14.9789,0.0,1008.908,82589,1.8568,15
Kolkata,230,98.9052,160.7538,60.2936,5.1998,12.6349,119.8998,37.0221,34.475,7.6768,0.0,1007.3131,443317,2.665,94
Varanasi,81,47.8413,74.7759,24.648,1.0492,14.3319,58.9135,29.2794,45.4674,10.3849,0.0,1008.0802,60120,4.2208,28
Meerut,75,32.5664,58.7337,21.4507,1.5007,7.8027,68.0804,28.4807,33.7374,8.0468,0.0,1008.9259,94401,1.5386,21
Delhi,165,78.6785,147.672,47.2246,3.5439,16.9237,77.0279,19.2204,52.7346,8.7108,0.0,1008.8365,301143,4.1013,77
Ahmedabad,178,82.5508,144.8552,38.5476,1.7308,29.2809,94.1932,43.1993,26.5317,9.084,0.0,1011.981,97545,8.1188,80
Ahmedabad,158,77.6232,124.5366,36.7661,1.5508,27.0638,59.6715,22.6994,46.0598,10.1977,0.0,1010.5053,85485,7.8615,75
Nagpur,62,28.1739,63.0453,17.342,1.1809,7.9437,40.1526,19.3878,55.2831,11.0915,0.0,1011.9333,88317,1.7794,18
Pune,77,41.9911,75.8549,22.218,1.315,11.8948,72.7319,41.0033,36.7972,10.1768,0.0,1007.3427,106414,2.9039,24
Rajkot,77,40.0351,77.6727,27.4442,1.5109,10.6213,77.5574,29.691,42.3279,6.5964,0.0,1010.463,86706,2.0822,24
Lucknow,43,26.432,41.417,14.672,0.5866,6.3575,34.3221,32.8007,49.4077,15.2855,0.0,1011.4871,62315,2.0169,12
Chennai,138,71.0152,111.2666,36.963,2.8987,12.9508,48.4304,39.2587,71.9863,19.306,0.0,1011.2465,410252,5.2491,66
Nagpur,72,43.7838,57.2297,23.4718,1.3905,9.9395,52.5876,18.5284,43.0914,8.0681,0.0,1009.3484,89809,2.0142,24
Hyderabad,107,60.7136,88.6803,30.1461,2.4699,12.7227,40.1556,30.5881,38.8346,19.0728,0.0,1008.3419,320481,5.099,44
Ludhiana,143,73.1769,114.5369,43.4791,2.1548,32.0741,102.1857,34.9251,39.4153,7.0901,5.415,1012.4517,96551,7.7559,66
Ahmedabad,171,82.0258,137.242,35.3392,1.4383,31.989,64.0654,17.8552,59.1063,8.7365,0.0,1013.5934,48714,8.5398,82
Bhopal,97,50.8433,98.8898,28.1805,1.3709,18.7887,53.4667,21.0346,39.7072,8.5342,0.0,1011.3467,80175,4.5787,36
Bangalore,110,63.6182,110.7231,37.5609,2.901,12.1704,59.7876,19.3785,46.6896,10.6684,0.0,1011.2094,277260,3.4135,49
Surat,63,32.7194,61.1333,15.2371,0.7082,12.4772,28.6209,28.8763,70.8572,21.2356,0.0,1008.6538,51394,5.6084,20
Srinagar,128,69.0658,137.2649,33.6833,1.5941,23.6608,67.1688,5.5872,68.7047,4.4452,0.0,861.9507,68656,4.7152,62
Patna,72,39.055,74.7468,20.9436,0.9014,11.2406,36.5597,19.371,65.6923,12.8096,0.0,1012.1382,73978,3.128,25
Indore,81,48.192,73.7242,23.8831,0.9841,14.5074,45.4207,25.0973,43.9643,9.6022,0.0,1011.7254,48504,3.9385,28
Nagpur,92,46.4068,95.0845,26.8406,1.4029,14.8082,52.1213,20.1109,53.1739,10.0864,0.0,1011.2041,98186,4.1335,35
Bhopal,72,43.1435,67.1251,22.7541,1.1401,14.0247,61.8543,38.4995,38.7136,10.7987,0.0,1010.4367,67112,3.8509,23
Indore,59,35.6076,49.693,23.5868,1.1063,9.7487,46.144,27.5959,42.6006,11.8839,0.0,1009.4657,81096,2.9132,17
Varanasi,120,65.7911,120.7319,30.5115,1.692,23.7253,44.25,9.5396,60.444,8.4363,0.0,1011.9625,84589,6.2443,55
Indore,106,59.0782,106.8512,27.2353,1.6056,20.3091,82.484,46.837,26.036,8.1085,0.0,1007.3122,80747,4.723,41
Ahmedabad,115,18.3563,19.4787,52.8655,2.4302,35.5195,109.6173,34.0619,42.4799,7.1921,43.4542,1011.3495,122540,8.9029,33
Jaipur,86,47.851,84.8658,25.3775,1.5022,14.8772,57.6121,25.6659,49.6364,8.815,0.0,1011.8095,84649,3.854,30
Nagpur,79,41.7572,79.9104,22.6898,1.0738,15.0696,53.0189,30.798,38.7614,11.8115,0.0,1010.3313,53638,4.8683,25
Jaipur,67,31.0466,66.9453,17.8832,0.9765,10.222,45.2062,34.2868,41.9117,11.7247,0.0,1008.6819,63040,2.9968,19
Rajkot,58,32.3867,55.4101,18.9826,1.1298,9.3207,53.388,30.0805,44.3487,10.1644,0.0,1009.2482,82824,2.2183,16
Lucknow,84,49.8752,86.181,24.8804,1.2455,15.6547,69.6905,38.7168,30.6315,9.6537,0.0,1008.5481,75075,4.4143,29
Vadodara,211,93.2656,170.326,44.3477,2.0715,35.9594,89.1119,36.3913,37.0913,7.9438,0.0,1011.4079,91803,9.4982,91
Chennai,113,28.8291,29.029,32.7756,2.9486,10.2254,42.3353,26.193,79.1043,15.5925,18.5734,1008.955,374014,3.839,40
Rajkot,79,46.7463,60.6295,20.6685,1.3249,11.0501,41.2275,17.9329,51.5591,10.1461,0.0,1011.6021,77232,3.4224,27
Srinagar,84,49.9169,71.3579,24.6929,1.3657,15.9681,43.5182,11.6313,76.2273,7.7609,0.0,861.6162,61263,3.7959,33
Srinagar,102,54.7286,91.4136,34.2279,2.2401,17.9068,47.3351,4.0774,78.7619,6.2259,6.7635,863.8983,124308,3.834,45
Pune,43,23.3404,20.5932,12.7418,0.8069,1.6906,32.0971,30.6946,36.5963,16.7019,0.0,1008.3901,95587,0.6819,10
Srinagar,71,38.4482,69.2725,24.2539,1.4554,10.5605,49.821,12.9804,67.9341,5.161,0.0,863.8168,64187,1.9053,25
Patna,82,43.1643,81.9132,21.6067,1.2443,13.8882,39.6352,25.905,52.5644,15.0794,0.0,1009.0109,93215,4.6831,28
Nagpur,98,50.902,98.1666,27.3231,1.5464,15.5653,71.5124,30.5975,40.0297,8.871,0.0,1012.3883,80472,4.2771,36
Ahmedabad,174,82.7858,141.0573,35.9764,1.7929,29.3149,73.7804,30.5383,39.2313,9.3134,0.0,1010.5936,91585,8.4416,81
Mumbai,205,91.0232,147.402,45.8156,3.5555,15.809,66.1745,28.6095,77.714,12.2867,0.0,1008.865,381130,5.1999,91
Nashik,152,75.89,116.2727,44.7813,1.7171,33.2977,90.8522,31.8873,42.9479,8.2036,3.9754,1008.8906,69657,8.9991,71
Thane,154,75.9404,135.0837,34.5219,1.3554,29.1911,58.8402,17.1166,56.9008,8.7022,0.0,1011.9814,54489,7.7887,73
Surat,104,52.979,104.8878,21.9937,0.8769,22.0076,30.391,24.9704,77.5014,18.8334,0.0,1008.6312,43561,9.9017,44
Varanasi,106,61.1232,100.564,29.3502,1.4524,18.2943,67.0381,28.4304,42.2178,9.1179,0.0,1013.1995,93492,4.7987,43
Vadodara,52,5.2045,26.9108,26.6021,1.0313,20.3423,41.2505,20.932,45.8307,14.8405,30.1261,1010.296,67712,7.1499,11
Kolkata,187,85.8716,163.9382,50.2167,3.8028,17.8184,91.7166,29.7602,38.5273,8.8603,0.0,1007.9909,346800,4.7605,85
Jaipur,106,49.4824,107.4246,25.6128,1.4878,17.8389,65.6152,38.8298,42.0964,9.954,0.0,1009.1692,100193,4.8634,39
Delhi,272,111.1805,189.5419,60.6887,3.6746,27.965,102.8803,22.1833,43.9839,7.7049,0.0,1005.5984,279973,7.3271,98
Nagpur,75,34.1603,18.8408,25.2319,1.5546,12.1883,65.291,32.5979,38.336,8.3215,13.9384,1010.1934,103141,2.9728,23
Nagpur,94,54.3018,91.9691,26.5092,1.0335,15.9071,55.792,20.6032,48.4856,9.1891,0.0,1011.4094,68185,4.3179,35
Mumbai,115,63.1951,121.7661,31.4995,2.2807,17.5719,41.5014,29.0864,78.1496,20.3456,0.0,1010.3429,318268,7.7708,53
Jaipur,63,29.7874,64.6015,16.8673,0.8798,9.9314,24.216,17.7918,51.7769,18.4581,0.0,1013.0,94551,3.6101,18
Ludhiana,189,86.6108,154.8454,41.1479,1.7206,33.8342,107.2329,42.5762,21.3684,7.0688,0.0,1007.2892,75693,8.1772,84
Ludhiana,172,82.1751,132.7568,35.3891,1.6781,33.216,74.353,37.1529,34.3034,10.7215,0.0,1009.4561,87404,10.0,80
Nagpur,115,62.5439,124.6075,35.7888,1.8491,19.999,80.9556,22.6481,48.5709,5.5772,0.0,1012.2959,101797,3.9747,51
Varanasi,76,42.8691,60.6712,23.1071,1.4877,11.3724,47.9194,25.8074,51.7836,10.4617,0.0,1010.3475,95746,3.3288,25
Bangalore,307,129.1973,212.7517,77.9214,6.076,21.8443,136.655,29.0799,37.6387,7.1213,0.0,1009.539,517313,4.8096,99
Ahmedabad,93,49.949,90.7198,21.4827,1.0557,18.0989,27.9587,16.1163,52.0518,16.607,0.0,1012.1134,94859,7.2341,34
Ludhiana,195,87.7696,143.2807,35.0567,1.4892,32.8632,72.3432,24.0315,42.5006,8.4791,0.0,1010.8523,52760,8.7851,87
Lucknow,108,60.2065,111.9257,28.3136,1.4393,18.1034,54.2261,28.6142,44.7413,11.7686,0.0,1010.9172,115700,5.5364,45
Hyderabad,185,86.2405,146.0072,46.8895,3.5329,16.2074,71.2453,31.6294,38.384,12.2911,0.0,1006.4941,372781,5.324,85
Chennai,105,57.4797,95.213,35.9955,2.4689,12.247,43.5444,23.3926,79.9711,15.7725,0.0,1010.9337,281776,4.9905,48
Lucknow,60,32.378,62.2148,20.8958,0.9574,11.1512,46.2522,21.5808,49.4534,12.4291,0.0,1009.871,55035,3.4611,18
Agra,114,63.5913,110.2838,32.7384,2.1064,16.635,68.5111,21.0674,48.0854,6.7299,0.0,1010.3542,124607,3.7231,49
Delhi,172,81.0923,135.9032,46.6362,3.4633,13.0155,61.8236,34.0935,41.3094,15.8219,0.0,1010.2155,466161,4.9667,79
Ahmedabad,99,58.9758,97.4974,27.6413,1.3225,21.4564,58.1714,32.6217,39.5347,12.8823,0.0,1012.3408,82368,6.9179,39
Delhi,301,122.9775,196.7258,68.2733,4.9434,24.9015,93.3118,20.6125,48.8637,10.55,0.0,1010.9467,494915,7.2252,99
Vadodara,73,43.8107,64.975,21.8813,0.8986,17.3821,29.9611,17.8593,54.8479,17.0399,0.0,1012.3289,44667,7.2084,25
Srinagar,85,44.2709,85.8352,25.1364,1.329,11.4687,57.4704,19.3821,62.2675,6.3766,0.0,860.0097,79848,2.3429,31
Mumbai,91,50.1883,60.3189,29.2145,1.7865,11.3745,35.8077,29.06,77.5793,19.2886,0.0,1008.9473,228101,5.2724,36
Bangalore,216,94.6387,146.5022,50.194,3.8365,17.1894,77.4043,22.4348,47.7343,11.1913,0.0,1012.5936,397751,5.1207,92
Lucknow,49,21.536,31.2022,13.0546,0.9797,5.7312,48.8836,34.7116,43.9304,9.7651,7.7046,1009.6396,67148,1.5506,12
Nashik,231,98.3603,163.2989,45.9144,2.0534,36.3844,103.0496,41.5268,37.1952,8.3061,0.0,1008.5996,90031,9.9371,94
Patna,103,55.543,103.4127,28.5273,1.4361,20.2313,74.0649,30.4763,46.4934,8.0091,0.0,1012.0478,69374,5.2413,41
Bangalore,306,127.6304,207.6247,75.3676,5.5077,25.1296,138.696,37.3865,36.1026,8.1122,0.0,1007.3953,481490,6.242,99
Srinagar,119,65.7864,121.1691,29.4526,1.5856,21.7902,49.0037,8.428,74.5637,5.7844,0.0,867.0321,69780,4.5868,56
Ludhiana,130,68.2683,116.4235,31.8982,1.3286,26.5033,58.7207,30.6808,42.6085,11.1122,0.0,1012.5132,69017,8.3629,57
Patna,78,40.9322,78.4366,27.001,1.3197,16.9229,66.0527,22.9927,40.0845,8.2474,8.2575,1014.5196,76686,4.2461,25
Agra,73,42.2441,64.7289,22.3461,1.194,11.557,29.7551,11.7547,54.32,14.1401,0.0,1015.3225,95310,3.6533,24
Hyderabad,154,76.0709,127.7608,46.6688,2.666,27.8523,72.0719,19.2823,48.5708,9.1044,5.4467,1010.6467,193918,7.4067,72
Srinagar,60,27.0144,46.5737,18.5756,1.1377,3.6128,50.7154,12.5241,69.9728,5.2473,0.0,863.7014,68578,0.5,17
Chennai,114,19.0627,7.2936,36.8441,2.8809,11.1236,43.1739,23.8614,79.6264,16.9539,27.9366,1010.4982,389208,3.749,36
Delhi,136,70.2763,108.7632,30.191,2.237,18.4625,52.6726,33.6763,44.5252,13.136,0.0,1010.4936,195973,5.9152,62
Nagpur,86,46.3571,84.6746,23.4199,1.4339,14.3262,54.1055,24.7839,45.2938,8.3757,0.0,1010.6174,83186,3.4256,29
Jaipur,60,26.3337,23.5538,19.9597,1.2136,14.7859,48.5047,25.6929,40.9285,10.0583,17.9745,1011.8351,74920,3.875,16
Nagpur,100,60.0751,104.5389,26.1209,1.5492,16.344,68.8595,31.7262,41.8522,7.4435,0.0,1012.977,84068,3.8979,42
Kolkata,100,51.3226,91.7512,32.4928,2.0481,12.538,48.9081,26.0809,50.9444,15.0915,0.0,1011.6319,222305,5.3427,39
Mumbai,190,86.9916,150.2607,51.0139,3.5855,21.3788,84.4966,31.05,78.9401,9.322,0.0,1010.3336,302151,5.7325,88
Rajkot,61,30.4704,58.6929,20.709,0.9154,10.241,41.1944,21.9311,45.4493,12.1454,0.0,1014.1998,55880,3.4083,17
Ludhiana,230,99.4555,182.6955,51.5439,2.039,38.4247,96.9664,29.467,49.7049,7.3711,0.0,1010.0763,93015,10.0,95
Meerut,81,41.4514,82.8216,22.9046,1.2168,15.428,46.9022,21.293,53.8135,10.4761,0.0,1008.49,95095,3.912,28
Pune,142,72.5902,130.8834,38.1762,1.9589,26.1358,85.0524,27.2846,47.7011,6.7698,0.0,1009.2341,98021,5.8587,67
Ahmedabad,150,75.237,136.7261,39.0201,1.4838,31.0258,93.1176,32.3997,41.1766,7.4123,0.0,1008.956,57098,7.5178,70
